LINE,STATION,YEAR,SURVEY_DATE_USED,WHETHER_SURVEYED,IN_0200_0600,OUT_0200_0600,IN_0600_0930,OUT_0600_0930,IN_0930_1500,OUT_0930_1500,IN_1500_1830,OUT_1500_1830,IN_1830_0200,OUT_1830_0200,IN_24_HOURS,OUT_24_HOURS,RANK,STATION_SORT_ID
Southern Highlands,Bundanoon,2011,25/05/2010,No,0,0,30,0,0,0,0,20,0,10,30,30,273,1613
Southern Highlands,Penrose,2011,25/05/2010,No,0,0,0,0,0,0,0,0,0,0,0,0,298,1614
Southern Highlands,Wingello,2011,25/05/2010,No,0,0,0,0,0,0,0,0,0,0,0,0,298,1615
Southern Highlands,Tallong,2011,25/05/2010,No,0,0,10,0,0,0,0,0,0,10,10,10,285,1616
Southern Highlands,Marulan,2011,25/05/2010,No,0,0,10,0,0,0,0,0,0,10,10,10,285,1617
Southern Highlands,Goulburn,2011,25/05/2010,No,10,0,40,0,10,0,0,0,10,60,70,70,254,1618
Blue Mountains,Lapstone,2011,21/08/2008,No,0,0,130,0,20,10,10,110,0,40,160,160,236,1701
Blue Mountains,Glenbrook,2011,5/08/2008,No,40,0,370,40,80,60,70,340,10,130,570,570,181,1702
Blue Mountains,Blaxland,2011,19/08/2008,No,60,10,550,60,110,90,80,480,20,180,820,820,170,1703
Blue Mountains,Warrimoo,2011,21/08/2008,No,10,0,180,0,30,10,10,160,0,50,230,230,226,1704
Blue Mountains,Valley Heights,2011,24/09/2008,No,10,0,90,10,20,20,10,80,0,30,130,130,242,1705
Blue Mountains,Springwood,2011,18/08/2011,Yes,90,0,890,280,270,240,360,850,60,300,1670,1670,127,1706
Blue Mountains,Faulconbridge,2011,16/10/2008,No,20,0,150,20,40,50,30,130,0,40,240,240,224,1707
Blue Mountains,Linden,2011,16/10/2008,No,0,0,20,0,10,10,0,20,0,10,30,30,273,1708
Blue Mountains,Woodford,2011,22/10/2008,No,20,0,140,10,30,30,10,130,0,40,200,200,231,1709
Blue Mountains,Hazelbrook,2011,6/11/2008,No,50,0,260,30,80,80,40,250,10,80,440,440,194,1710
Blue Mountains,Lawson,2011,4/11/2008,No,40,0,140,20,60,80,20,130,0,40,260,260,215,1711
Blue Mountains,Bullaburra,2011,6/11/2008,No,10,0,70,10,20,20,10,60,0,20,110,110,245,1712
Blue Mountains,Wentworth Falls,2011,12/11/2008,No,60,10,230,230,120,170,280,210,30,100,720,720,172,1713
Blue Mountains,Leura,2011,5/11/2008,No,30,0,110,60,120,120,70,120,20,50,350,350,201,1714
Blue Mountains,Katoomba,2011,5/11/2008,No,70,10,310,210,260,430,470,360,100,190,1210,1210,147,1715
Blue Mountains,Medlow Bath,2011,6/11/2008,No,0,0,30,0,10,10,0,30,0,10,40,40,270,1716
Blue Mountains,Blackheath,2011,6/11/2008,No,30,0,130,30,110,100,30,130,10,40,310,310,206,1717
Blue Mountains,Mount Victoria,2011,26/08/2008,No,20,0,40,0,20,30,10,40,0,10,90,90,250,1718
Blue Mountains,Bell,2011,4-7&15/04/2005,No,0,0,0,0,0,0,0,0,0,0,0,0,298,1719
Blue Mountains,Zig Zag,2011,4-7&15/04/2005,No,0,0,0,0,0,0,0,0,0,0,0,0,298,1720
Blue Mountains,Lithgow,2011,19/08/2008,No,20,0,100,30,130,130,40,100,10,40,300,300,208,1721
Central Coast,Cowan,2011,6/05/2009,No,0,0,70,0,20,10,0,70,0,10,90,90,250,1801
Central Coast,Hawkesbury River,2011,28/05/2009,No,20,10,130,30,60,80,30,120,10,30,250,250,220,1802
Central Coast,Wondabyne,2011,26/05/2009,No,0,0,0,0,0,0,0,0,0,0,10,10,285,1803
Central Coast,Woy Woy,2011,24/08/2011,Yes,650,0,2770,170,750,710,290,2570,60,1070,4520,4520,53,1804
Central Coast,Koolewong,2011,20/05/2009,No,10,0,110,0,30,20,0,100,0,30,150,150,239,1805
Central Coast,Tascott,2011,14/08/2008,No,10,10,130,50,50,30,60,140,10,30,260,260,215,1806
Central Coast,Point Clare,2011,12/08/2008,No,30,10,120,40,30,30,40,120,10,30,230,230,226,1807
Central Coast,Gosford,2011,24/08/2011,Yes,640,50,2630,1000,1010,950,960,2210,80,1130,5320,5320,47,1808
Central Coast,Narara,2011,5/08/2008,No,90,10,320,30,70,50,30,320,10,120,520,520,185,1809
Central Coast,Niagara Park,2011,5/08/2008,No,30,0,120,10,30,30,20,110,0,40,200,200,231,1810
Central Coast,Lisarow,2011,5/08/2008,No,30,0,110,60,90,40,40,130,0,40,270,270,213,1811
Central Coast,Ourimbah,2011,19/08/2008,No,30,20,190,120,80,50,130,220,40,60,470,470,191,1812
Central Coast,Tuggerah,2011,21/08/2008,No,200,30,730,170,250,280,200,700,50,250,1430,1430,138,1813
Central Coast,Wyong,2011,14/10/2008,No,130,10,740,170,280,360,370,760,80,280,1600,1600,129,1814
Newcastle,Warnervale,2011,12/08/2010,No,20,0,200,30,40,30,30,190,10,60,300,300,208,1901
Newcastle,Wyee,2011,30/08/2011,Yes,40,0,250,10,70,60,10,240,0,60,370,370,199,1902
Newcastle,Morisset,2011,19/05/2010,No,90,10,580,80,210,250,100,520,20,150,1000,1000,160,1903
Newcastle,Dora Creek,2011,18/08/2009,No,0,0,50,10,10,20,10,50,0,10,70,70,254,1904
Newcastle,Awaba,2011,24/09/2009,No,0,0,40,0,0,0,0,40,0,10,40,40,270,1905
Newcastle,Fassifern,2011,30/03/2010,No,40,10,340,50,160,140,70,310,20,100,630,630,177,1906
Newcastle,Booragul,2011,26/08/2010,No,0,0,20,90,20,10,80,20,10,10,130,130,242,1907
Newcastle,Teralba,2011,20/05/2009,No,0,0,10,10,10,20,10,10,0,0,30,30,273,1908
Newcastle,Cockle Creek,2011,30/03/2010,No,0,0,10,10,10,10,10,10,0,0,30,30,273,1909
Newcastle,Cardiff,2011,23/09/2009,No,70,10,290,80,180,140,100,340,50,120,690,690,173,1910
Newcastle,Kotara,2011,21/05/2009,No,0,0,30,10,10,10,10,30,0,10,50,50,262,1911
Newcastle,Adamstown,2011,19/05/2009,No,0,0,10,10,30,20,10,10,0,0,50,50,262,1912
Newcastle,Broadmeadow,2011,22/09/2009,No,80,10,400,320,290,260,310,380,30,150,1110,1110,152,1913
Newcastle,Hamilton,2011,1/12/2011,Yes,50,20,470,390,470,440,350,440,150,220,1490,1490,134,1914
Newcastle,Wickham,2011,29/11/2011,Yes,20,0,60,290,130,90,260,60,40,50,510,510,186,1915
Newcastle,Civic,2011,30/11/2011,Yes,10,10,130,320,230,340,470,150,60,90,900,900,165,1916
Newcastle,Newcastle,2011,29/11/2011,Yes,50,20,180,430,580,570,460,260,70,60,1340,1340,141,1917
Hunter,Waratah,2011,3/06/2009,No,0,0,130,80,100,130,100,130,50,50,380,380,198,2001
Hunter,Warabrook (University),2011,3/06/2009,No,10,10,40,230,170,230,230,90,160,30,610,610,179,2002
Hunter,Sandgate,2011,3/06/2009,No,0,0,20,40,10,10,30,10,0,0,60,60,260,2003
Hunter,Hexham,2011,3/06/2009,No,0,0,20,20,10,10,20,10,0,10,50,50,262,2004
Hunter,Tarro,2011,3/06/2009,No,0,0,10,0,10,0,0,10,0,0,20,20,280,2005
Hunter,Beresfield,2011,3/06/2009,No,0,20,140,60,120,100,70,130,20,40,350,350,201,2006
Hunter,Thornton,2011,3/06/2009,No,0,0,130,50,50,60,50,130,20,10,250,250,220,2007
Hunter,Metford,2011,3/06/2009,No,0,0,80,10,40,60,30,60,10,10,160,160,236,2008
Hunter,Victoria Street,2011,3/06/2009,No,20,0,200,100,160,150,80,200,30,40,490,490,189,2009
Hunter,East Maitland,2011,3/06/2009,No,0,0,30,60,60,40,40,40,20,10,150,150,239,2010
Hunter,High Street,2011,3/06/2009,No,0,0,30,20,20,30,20,30,20,10,90,90,250,2011
Hunter,Maitland,2011,3/06/2009,No,10,10,190,120,220,210,180,260,60,60,660,660,176,2012
Hunter,Telarah,2011,3/06/2009,No,20,10,100,40,90,80,50,100,10,50,270,270,213,2013
Hunter,Mindaribba,2011,3/06/2009,No,0,0,0,0,0,0,0,0,0,0,0,0,298,2014
Hunter,Paterson,2011,3/06/2009,No,0,0,10,0,0,0,0,10,0,0,10,10,285,2015
Hunter,Martins Creek,2011,3/06/2009,No,0,0,10,0,0,0,10,10,0,0,20,20,280,2016
Hunter,Hilldale,2011,3/06/2009,No,0,0,0,0,0,0,0,0,0,0,0,0,298,2017
Hunter,Wallarobba,2011,3/06/2009,No,0,0,0,0,0,0,0,0,0,0,0,0,298,2018
Hunter,Wirragulla,2011,3/06/2009,No,0,0,0,0,0,0,0,0,0,0,0,0,298,2019
Hunter,Dungog,2011,3/06/2009,No,0,0,10,0,10,10,10,20,0,10,30,30,273,2020
Hunter,Lochinvar,2011,3/06/2009,No,0,0,0,0,0,0,0,0,0,0,0,0,298,2021
Hunter,Greta,2011,3/06/2009,No,0,0,0,0,0,0,0,10,0,0,10,10,285,2023
Hunter,Branxton,2011,3/06/2009,No,0,0,0,0,0,0,0,0,0,0,10,10,285,2024
Hunter,Singleton,2011,3/06/2009,No,0,0,30,20,10,0,10,30,10,10,60,60,260,2026
Hunter,Muswellbrook,2011,3/06/2009,No,0,0,10,0,20,20,0,20,10,0,40,40,270,2027
Hunter,Aberdeen,2011,3/06/2009,No,0,0,0,0,0,0,0,0,0,0,10,10,285,2028
Hunter,Scone,2011,3/06/2009,No,10,0,0,0,0,0,0,10,10,10,20,20,280,2029
CBD,Central,2010,11/05/2010,Yes,810,820,8750,35220,19140,28200,39240,14040,16220,5890,84160,84160,1,101
CBD,Town Hall,2010,12/05/2010,Yes,760,760,5790,38010,15600,20820,39620,12650,16050,5580,77820,77820,2,102
CBD,Wynyard,2010,19/05/2010,Yes,570,530,3740,38650,8500,10190,34060,5680,10470,2290,57340,57340,3,103
CBD,Circular Quay,2010,13/05/2010,Yes,170,160,1750,7270,3680,5230,8050,3020,3200,1160,16850,16850,12,104
CBD,St James,2010,13/05/2010,Yes,70,70,160,4770,1680,2040,4600,590,1160,210,7670,7670,30,105
CBD,Museum,2010,13/05/2010,Yes,90,90,570,5400,1790,2120,5440,1050,1440,680,9330,9330,25,106
CBD,Martin Place,2010,18/05/2010,Yes,180,170,440,13720,2390,3110,12240,1180,3340,430,18590,18590,10,107
CBD,Redfern,2010,20/05/2010,Yes,210,200,2960,9060,5220,6750,10000,3550,2800,1630,21190,21190,6,108
Eastern Suburbs,Kings Cross,2010,2/06/2009,No,100,100,3110,3170,2600,2130,3600,3100,1260,2180,10670,10670,21,201
Eastern Suburbs,Edgecliff,2010,2/06/2009,No,60,60,2680,1560,1560,1420,1620,2190,400,1090,6320,6320,40,202
Eastern Suburbs,Bondi Junction,2010,3/06/2010,Yes,190,190,8560,3740,4280,4720,4570,6840,1970,4090,19570,19570,8,203
Illawarra,Sydenham,2010,2/06/2010,Yes,50,50,1930,1660,1050,850,1890,1720,420,1070,5340,5340,44,301
Illawarra,Tempe,2010,27/05/2008,No,10,10,520,260,270,130,200,480,50,180,1050,1050,148,302
Illawarra,Wolli Creek,2010,3/06/2010,Yes,40,20,1140,270,500,360,400,880,120,680,2200,2200,103,303
Illawarra,Arncliffe,2010,18/08/2010,Yes,10,10,920,150,350,270,190,840,50,250,1520,1520,131,304
Illawarra,Banksia,2010,3/06/2010,Yes,10,10,650,80,220,180,120,570,30,190,1030,1030,150,305
Illawarra,Rockdale,2010,24/05/2007,No,100,100,5340,890,3000,2380,1780,4560,610,2900,10830,10830,19,306
Illawarra,Kogarah,2010,5/06/2008,No,90,90,4190,2820,2910,1970,3010,3640,560,2230,10760,10760,20,307
Illawarra,Carlton,2010,29/05/2008,No,30,10,1090,80,320,230,150,920,20,370,1610,1610,126,308
Illawarra,Allawah,2010,29/05/2007,No,20,20,1180,220,360,300,270,990,50,350,1880,1880,118,309
Illawarra,Hurstville,2010,3/06/2010,Yes,140,140,6800,1860,4560,3580,3570,6810,1400,4070,16470,16470,13,310
Illawarra,Penshurst,2010,22/05/2008,No,60,30,1910,170,840,550,220,1700,50,620,3080,3080,70,311
Illawarra,Mortdale,2010,30/05/2007,No,40,40,2430,310,1060,690,440,2130,120,920,4090,4090,55,312
Illawarra,Oatley,2010,31/05/2007,No,20,10,990,270,310,230,250,910,30,190,1600,1600,127,313
Illawarra,Como,2010,27/05/2008,No,10,10,610,20,130,80,30,530,10,160,790,790,170,314
Illawarra,Jannali,2010,31/07/2007,No,30,30,2110,190,540,430,260,1740,50,610,2990,2990,77,315
Illawarra,Sutherland,2010,19/05/2009,No,110,60,3960,950,1410,1210,970,3370,220,1070,6670,6670,36,316
Illawarra,Kirrawee,2010,3/06/2010,Yes,20,10,540,140,220,170,180,520,50,180,1010,1010,152,317
Illawarra,Gymea,2010,3/06/2010,Yes,20,10,950,250,410,300,150,750,40,270,1570,1570,129,318
Illawarra,Miranda,2010,21/05/2008,No,50,30,1160,590,920,930,910,1280,140,350,3180,3180,69,319
Illawarra,Caringbah,2010,28/05/2008,No,40,20,1340,980,1020,650,550,930,130,500,3080,3080,70,320
Illawarra,Woolooware,2010,12/08/2009,No,20,10,580,120,170,120,130,500,20,160,920,920,160,321
Illawarra,Cronulla,2010,1/08/2007,No,40,20,1290,260,810,680,420,1250,90,440,2650,2650,93,322
Illawarra,Loftus,2010,13/05/2009,No,10,10,450,190,190,150,240,440,60,160,950,950,156,323
Illawarra,Engadine,2010,21/05/2008,No,30,10,850,290,290,210,300,730,40,270,1510,1510,132,324
Illawarra,Heathcote,2010,20/05/2008,No,20,10,410,260,300,120,90,330,10,100,830,830,167,325
Illawarra,Waterfall,2010,5/05/2009,No,0,0,270,10,70,60,20,220,10,80,370,370,197,326
Airport,Green Square,2010,5/08/2010,Yes,0,0,310,950,230,230,890,240,40,40,1470,1470,133,401
Airport,Mascot,2010,5/08/2010,Yes,10,80,480,1770,460,460,1720,410,170,120,2840,2840,85,402
Airport,Domestic Airport,2010,5/08/2010,Yes,10,150,920,1160,1340,1400,1280,1380,880,350,4430,4430,52,403
Airport,International Airport,2010,5/08/2010,Yes,10,140,680,710,640,770,400,350,370,120,2100,2100,110,404
East Hills,Turrella,2010,20/08/2009,No,0,10,310,100,90,70,130,300,40,100,570,570,181,501
East Hills,Bardwell Park,2010,22/05/2007,No,10,10,720,50,200,160,100,610,30,210,1060,1060,147,502
East Hills,Bexley North,2010,23/05/2007,No,10,10,640,50,200,200,100,590,40,150,990,990,153,503
East Hills,Kingsgrove,2010,2/08/2007,No,20,20,1160,830,430,390,930,1110,160,350,2700,2700,91,504
East Hills,Beverly Hills,2010,21/05/2009,No,20,20,1280,370,400,240,410,1130,60,410,2170,2170,106,505
East Hills,Narwee,2010,20/08/2009,No,10,10,1010,70,230,170,130,820,20,310,1400,1400,136,506
East Hills,Riverwood,2010,29/05/2007,No,60,30,2200,300,660,580,440,1760,100,790,3460,3460,61,507
East Hills,Padstow,2010,28/05/2009,No,60,30,2480,390,610,560,480,2140,70,580,3700,3700,59,508
East Hills,Revesby,2010,2/09/2010,Yes,30,30,1780,280,400,260,630,1720,170,710,3010,3010,74,509
East Hills,Panania,2010,30/05/2007,No,30,10,620,440,280,190,410,540,30,190,1370,1370,137,510
East Hills,East Hills,2010,20/08/2009,No,30,10,640,140,150,170,200,550,50,190,1070,1070,146,511
East Hills,Holsworthy,2010,20/08/2009,No,20,30,2280,190,330,260,170,1640,40,730,2840,2840,85,512
East Hills,Glenfield,2010,24/08/2010,Yes,80,40,2720,1010,620,570,1320,2410,150,850,4890,4890,47,513
East Hills,Macquarie Fields,2010,22/05/2007,No,20,10,670,50,240,170,70,620,40,200,1040,1040,149,514
East Hills,Ingleburn,2010,25/08/2010,Yes,130,30,2060,580,750,780,730,1790,150,640,3820,3820,58,515
East Hills,Minto,2010,23/05/2007,No,70,30,2330,270,690,500,400,2160,140,680,3630,3630,60,516
East Hills,Leumeah,2010,25/08/2010,Yes,70,30,2050,150,550,470,270,1730,70,630,3010,3010,74,517
East Hills,Campbelltown,2010,24/08/2010,Yes,100,50,2920,900,1030,1080,1300,2550,280,1070,5630,5630,43,518
East Hills,Macarthur,2010,25/05/2010,Yes,50,20,980,570,860,750,510,970,220,310,2620,2620,94,519
Bankstown,Erskineville,2010,22/05/2008,No,20,20,1020,320,380,320,430,940,120,360,1970,1970,116,601
Bankstown,St Peters,2010,22/05/2007,No,30,30,1470,770,530,480,770,1070,180,630,2980,2980,78,602
Bankstown,Marrickville,2010,7/05/2009,No,40,40,1630,570,1240,950,940,1850,260,700,4110,4110,54,603
Bankstown,Dulwich Hill,2010,20/05/2008,No,20,20,1180,220,510,310,240,1080,80,400,2030,2030,113,604
Bankstown,Hurlstone Park,2010,24/05/2007,No,10,10,840,70,230,190,120,700,30,260,1230,1230,141,605
Bankstown,Canterbury,2010,19/05/2009,No,30,20,800,680,950,550,440,770,100,290,2320,2320,99,606
Bankstown,Campsie,2010,27/05/2010,Yes,70,70,3060,810,2120,1720,1500,3260,460,1350,7210,7210,34,607
Bankstown,Belmore,2010,29/05/2007,No,40,20,1380,400,660,690,630,1450,60,210,2770,2770,88,608
Bankstown,Lakemba,2010,21/05/2009,No,60,30,1610,430,1530,1090,630,1840,130,570,3960,3960,56,609
Bankstown,Wiley Park,2010,26/05/2009,No,20,20,1000,200,580,450,220,890,40,290,1860,1860,119,610
Bankstown,Punchbowl,2010,30/05/2007,No,50,20,1670,310,740,560,420,1770,100,320,2980,2980,78,611
Bankstown,Bankstown,2010,20/05/2009,No,150,70,2880,1650,2690,2720,2150,2850,340,910,8210,8210,28,612
Bankstown,Yagoona,2010,27/05/2009,No,30,10,1080,140,390,350,200,930,50,300,1750,1750,121,613
Bankstown,Birrong,2010,6/06/2007,No,10,10,330,390,200,140,350,290,30,90,920,920,160,614
Bankstown,Berala,2010,24/08/2010,Yes,20,20,1430,140,450,450,280,1290,50,340,2230,2230,101,615
Bankstown,Regents Park,2010,26/08/2010,Yes,40,20,790,770,420,310,830,760,90,320,2170,2170,106,616
Bankstown,Sefton,2010,26/08/2010,Yes,20,10,510,420,160,140,470,530,60,120,1220,1220,142,617
Bankstown,Chester Hill,2010,21/08/2007,No,30,10,690,320,470,480,330,620,60,150,1580,1580,128,618
Bankstown,Leightonfield,2010,25/08/2010,Yes,0,0,30,110,50,50,110,70,40,10,230,230,225,619
Bankstown,Villawood,2010,26/08/2010,Yes,10,10,270,130,210,220,160,270,40,80,690,690,174,620
Bankstown,Carramar,2010,23/05/2007,No,10,0,330,50,110,100,70,280,20,90,540,540,183,621
South,Flemington,2010,19/08/2009,No,30,30,1300,760,1070,710,770,1360,160,460,3330,3330,66,701
South,Lidcombe,2010,1/06/2010,Yes,90,90,4440,1400,2270,1850,2130,3880,660,2370,9590,9590,23,702
South,Merrylands,2010,14/05/2009,No,110,60,2900,880,1630,1770,1370,2660,250,890,6260,6260,41,703
South,Guildford,2010,29/05/2007,No,50,30,1790,130,800,780,190,1570,130,470,2960,2960,81,704
South,Yennora,2010,15/09/2010,Yes,20,10,350,260,140,170,330,350,90,130,930,930,159,705
South,Fairfield,2010,15/08/2007,No,140,70,3680,1360,2410,2240,1860,3490,420,1360,8510,8510,27,706
South,Canley Vale,2010,24/08/2010,Yes,50,30,1580,260,870,590,290,1470,80,530,2870,2870,83,707
South,Cabramatta,2010,14/08/2007,No,200,100,4500,1390,3550,3620,2430,4710,640,1500,11320,11320,17,708
South,Warwick Farm,2010,18/08/2009,No,40,20,1110,330,540,390,400,1090,110,360,2200,2200,103,709
South,Liverpool,2010,18/08/2009,No,160,80,2710,2250,2500,2230,2600,2890,600,1110,8570,8570,26,710
South,Casula,2010,31/05/2007,No,0,0,100,20,40,40,30,90,10,30,180,180,233,711
Olympic Park,Olympic Park,2010,20/05/2010,Yes,0,0,50,2020,350,670,2260,280,410,100,3070,3070,72,801
Western,Auburn,2010,6/05/2009,No,90,90,4170,1740,3170,2620,1880,4280,440,1030,9750,9750,22,901
Western,Clyde,2010,19/08/2009,No,10,10,170,300,140,190,270,150,120,50,710,710,172,902
Western,Granville,2010,26/05/2010,Yes,120,60,2800,1160,1680,1390,1510,2720,480,1260,6590,6590,38,903
Western,Harris Park,2010,26/05/2010,Yes,20,20,800,290,360,290,360,750,90,280,1630,1630,125,904
Western,Parramatta,2010,9/06/2010,Yes,500,250,5750,11520,6160,6050,12440,6350,2090,2770,26940,26940,4,905
Western,Westmead,2010,26/05/2010,Yes,120,60,2720,1870,1520,1300,1920,2000,390,1430,6670,6670,36,906
Western,Wentworthville,2010,29/05/2007,No,50,20,1710,170,510,430,270,1480,70,510,2610,2610,95,907
Western,Pendle Hill,2010,30/05/2007,No,60,30,1750,490,760,700,600,1540,130,540,3300,3300,67,908
Western,Toongabbie,2010,26/08/2008,No,40,20,1160,210,490,510,300,970,60,340,2050,2050,111,909
Western,Seven Hills,2010,3/06/2010,Yes,110,50,3580,880,1030,870,940,3090,200,960,5860,5860,42,910
Western,Blacktown,2010,16/09/2010,Yes,310,150,6340,2870,4660,3880,4260,6980,1860,3550,17430,17430,11,911
Western,Marayong,2010,15/08/2007,No,20,10,540,110,230,210,150,490,40,170,980,980,155,912
Western,Quakers Hill,2010,19/10/2010,Yes,70,10,2580,200,490,460,230,2070,80,710,3450,3450,62,913
Western,Schofields,2010,19/08/2009,No,30,10,430,30,100,70,50,360,10,140,620,620,176,914
Western,Riverstone,2010,10/08/2010,Yes,30,10,430,120,180,160,150,400,40,140,830,830,167,915
Western,Vineyard,2010,5/08/2010,Yes,0,0,30,30,30,30,30,30,10,10,100,100,245,916
Western,Mulgrave,2010,5/08/2010,Yes,0,0,140,60,40,40,80,130,20,50,280,280,212,917
Western,Windsor,2010,19/08/2009,No,20,10,380,100,270,220,160,320,30,220,860,860,164,918
Western,Clarendon,2010,4/08/2010,Yes,0,0,40,10,10,20,20,30,0,10,70,70,253,919
Western,East Richmond,2010,3/08/2010,Yes,10,0,100,160,60,130,210,100,60,40,440,440,189,920
Western,Richmond,2010,3/08/2010,Yes,30,0,450,90,270,220,110,430,30,150,890,890,163,921
Western,Doonside,2010,2/06/2010,Yes,40,20,1570,300,700,410,310,1480,60,470,2680,2680,92,922
Western,Rooty Hill,2010,31/05/2007,No,50,20,1850,240,550,520,340,1570,80,520,2870,2870,83,923
Western,Mount Druitt,2010,27/08/2008,No,140,60,4510,670,1780,1380,820,3850,210,1480,7460,7460,33,924
Western,St Marys,2010,14/05/2009,No,70,40,2040,800,1040,860,920,1880,150,630,4220,4220,53,925
Western,Werrington,2010,5/06/2007,No,20,10,640,80,210,180,120,550,30,200,1020,1020,151,926
Western,Kingswood,2010,6/06/2007,No,40,20,1110,590,640,560,650,1000,110,380,2550,2550,96,927
Western,Penrith,2010,1/06/2010,Yes,210,70,3250,1450,1420,1340,2140,3420,700,1440,7720,7720,29,928
Western,Emu Plains,2010,28/08/2008,No,30,20,1090,240,440,220,250,1020,50,370,1860,1860,119,929
Carlingford,Rosehill,2010,20/05/2010,Yes,0,0,40,30,10,10,40,40,10,20,100,100,245,1001
Carlingford,Camellia,2010,9/06/2010,Yes,0,0,10,40,10,20,30,10,20,0,70,70,253,1002
Carlingford,Rydalmere,2010,3/08/2010,Yes,10,0,20,170,40,80,160,20,60,10,290,290,209,1003
Carlingford,Dundas,2010,5/08/2010,Yes,10,0,170,10,50,10,10,170,0,50,240,240,222,1004
Carlingford,Telopea,2010,27/05/2010,Yes,10,0,190,20,60,30,70,250,10,50,340,340,200,1005
Carlingford,Carlingford,2010,20/05/2010,Yes,10,0,230,110,60,40,110,190,20,70,430,430,191,1006
Inner West,Macdonaldtown,2010,13/08/2009,No,10,10,390,190,140,150,160,280,70,140,770,770,171,1101
Inner West,Newtown,2010,20/08/2009,No,50,50,1980,1100,1590,1200,1110,1700,570,1270,5300,5300,45,1102
Inner West,Stanmore,2010,21/05/2008,No,20,20,1310,530,730,660,610,1120,80,420,2750,2750,89,1103
Inner West,Petersham,2010,20/05/2008,No,20,20,1330,810,920,560,660,1250,140,430,3070,3070,72,1104
Inner West,Lewisham,2010,12/08/2009,No,20,20,940,450,420,310,470,850,110,320,1960,1960,117,1105
Inner West,Summer Hill,2010,24/10/2007,No,30,30,1770,390,590,450,500,1560,110,570,3000,3000,76,1106
Inner West,Ashfield,2010,28/05/2008,No,100,100,5010,1820,2930,2410,2450,4620,820,2350,11310,11310,18,1107
Inner West,Croydon,2010,22/05/2008,No,20,20,1180,470,450,410,470,860,80,440,2200,2200,103,1108
Inner West,Burwood,2010,19/10/2010,Yes,120,120,4250,2770,3610,3130,3690,4610,1020,2060,12690,12690,15,1109
Inner West,Strathfield,2010,3/06/2010,Yes,170,170,7360,3420,4640,3800,4860,6710,1990,4900,19020,19020,9,1110
Inner West,Homebush,2010,11/08/2009,No,20,20,1030,510,570,510,570,940,100,300,2290,2290,100,1111
Northern via Strathfield,North Strathfield,2010,16/09/2010,Yes,20,20,1170,560,330,250,720,1130,130,390,2370,2370,98,1201
Northern via Strathfield,Concord West,2010,23/05/2007,No,30,30,1180,520,870,870,670,1140,180,380,2930,2930,82,1202
Northern via Strathfield,Rhodes,2010,1/06/2010,Yes,50,50,1440,1630,860,770,1780,1830,630,470,4760,4760,49,1203
Northern via Strathfield,Meadowbank,2010,12/05/2009,No,30,30,1340,790,1160,750,600,1490,280,350,3410,3410,63,1204
Northern via Strathfield,West Ryde,2010,25/05/2010,Yes,80,40,2540,650,1180,900,780,2480,310,820,4890,4890,47,1205
Northern via Strathfield,Denistone,2010,29/05/2007,No,0,0,290,30,80,70,40,250,10,80,420,420,194,1206
Northern via Strathfield,Eastwood,2010,2/06/2010,Yes,100,50,3330,830,1560,1440,1130,2700,270,1370,6390,6390,39,1207
Northern via Strathfield,Epping,2010,2/06/2010,Yes,150,80,5080,1270,2040,1500,1680,4480,510,2140,9460,9460,24,1208
